id,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,reviews_per_month,neighbourhood_cleansed,latitude,longitude
42830589,,Room in boutique hotel,Private room,337,9,,,3,4.0,0.05,Élysée,48.87586,2.32659
42830927,,Room in hotel,Private room,0,4,,,0,,,Élysée,48.87508,2.30484
42831263,,Room in hotel,Private room,0,4,,,0,,,Élysée,48.87508,2.30484
42831360,,Room in hotel,Private room,0,4,,,0,,,Élysée,48.87508,2.30484
43408810,,Entire rental unit,Entire home/apt,362,25,within an hour,100,3,4.33,2.81,Élysée,48.870145,2.3108041
43124912,,Private room in rental unit,Private room,23,1,within an hour,100,74,4.92,1.96,Élysée,48.87568,2.31645
42831453,,Room in hotel,Private room,0,4,,,0,,,Élysée,48.87508,2.30484
42872351,,Entire rental unit,Entire home/apt,365,1,,,0,,,Élysée,48.86929,2.31982
43438092,,Entire serviced apartment,Entire home/apt,0,3,,,3,5.0,0.05,Élysée,48.87659,2.30333
43447832,,Entire serviced apartment,Entire home/apt,0,3,,,0,,,Élysée,48.87464,2.30306
42891730,,Entire rental unit,Entire home/apt,328,184,within an hour,100,158,4.61,2.46,Élysée,48.88287,2.32523
43675393,,Entire rental unit,Entire home/apt,342,1,within a few hours,100,143,4.83,2.24,Élysée,48.87865,2.32139
43574265,,Entire rental unit,Entire home/apt,363,1,,,0,,,Élysée,48.87145,2.3026
43696956,,Boat,Entire home/apt,152,4,within an hour,100,101,4.82,1.61,Élysée,48.86474,2.3108
43721748,,Entire rental unit,Entire home/apt,27,9,within an hour,80,3,4.0,0.06,Élysée,48.8727,2.30443
43722295,,Entire rental unit,Entire home/apt,246,1,,,41,4.9,1.04,Élysée,48.8760811765667,2.3028512391479428
43824720,,Entire rental unit,Entire home/apt,244,57,within a few hours,98,1,5.0,0.03,Élysée,48.87235,2.32034
43895634,,Entire rental unit,Entire home/apt,34,1,within an hour,100,78,4.9,1.26,Élysée,48.87473,2.30768
43878674,,Entire rental unit,Entire home/apt,365,1,,,0,,,Élysée,48.87042,2.31041
43918612,,Entire rental unit,Entire home/apt,340,1,within an hour,100,80,4.73,1.26,Élysée,48.87851,2.31699
43953816,,Entire rental unit,Entire home/apt,127,816,within a day,87,0,,,Élysée,48.8726883,2.315575
44054719,,Entire rental unit,Entire home/apt,353,184,within an hour,100,193,4.51,3.09,Élysée,48.8745161,2.2989129
44121104,,Entire loft,Entire home/apt,0,1,,,6,5.0,0.1,Élysée,48.87367,2.32466
44202550,,Entire rental unit,Entire home/apt,151,816,within a day,87,0,,,Élysée,48.87240140000001,2.3259768
44231788,,Private room in bed and breakfast,Private room,55,1,within an hour,100,84,4.9,1.73,Élysée,48.87637,2.31687
44171845,,Private room in rental unit,Private room,0,2,,,3,5.0,0.05,Élysée,48.87077,2.32284
44410909,,Entire rental unit,Entire home/apt,176,2,within an hour,100,132,4.98,2.2,Élysée,48.86948394775391,2.301363945007324
44441275,,Entire rental unit,Entire home/apt,321,10,within an hour,100,89,4.85,1.44,Élysée,48.87811,2.32576
44441651,,Entire rental unit,Entire home/apt,325,10,within an hour,100,50,4.94,0.82,Élysée,48.88012,2.32652
44454270,,Entire rental unit,Entire home/apt,29,816,within a day,87,0,,,Élysée,48.87240140000001,2.3259768
44454355,,Entire rental unit,Entire home/apt,0,1,,,33,4.61,0.67,Élysée,48.8722,2.30324
44532653,,Entire rental unit,Entire home/apt,358,1,within a day,100,6,5.0,0.1,Élysée,48.87016,2.31118
44833589,,Entire rental unit,Entire home/apt,276,170,within an hour,95,12,4.5,0.23,Élysée,48.87061,2.30309
45175293,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8724,2.30898
44853762,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87131,2.30097
44975640,,Entire rental unit,Entire home/apt,326,121,within an hour,100,102,4.44,1.66,Élysée,48.87074,2.30586
45395117,,Entire rental unit,Entire home/apt,321,184,within an hour,100,183,4.68,3.02,Élysée,48.8745161,2.2989129
45407936,,Entire condo,Entire home/apt,365,1,,,0,,,Élysée,48.87186,2.30359
45309772,,Entire rental unit,Entire home/apt,102,4,within an hour,100,9,4.89,0.16,Élysée,48.87946,2.30574
45082385,,Entire rental unit,Entire home/apt,308,1,within an hour,100,30,4.27,0.5,Élysée,48.88279,2.32465
45681190,,Entire rental unit,Entire home/apt,225,816,within a day,87,0,,,Élysée,48.8754961,2.3037493
45539470,,Entire rental unit,Entire home/apt,279,816,within a day,87,0,,,Élysée,48.8727641,2.3042679
45695584,,Entire rental unit,Entire home/apt,163,816,within a day,87,0,,,Élysée,48.86884449999999,2.305005
45889835,,Private room in rental unit,Private room,261,2,within a day,70,1,5.0,0.03,Élysée,48.87922,2.32611
45892341,,Entire rental unit,Entire home/apt,263,1,within an hour,100,12,5.0,0.21,Élysée,48.8765,2.29803
45897127,,Entire rental unit,Entire home/apt,179,1,,,0,,,Élysée,48.87274,2.32638
46612980,,Room in hotel,Private room,359,10,within an hour,100,1,3.0,0.03,Élysée,48.87215,2.32457
46324844,,Room in hotel,Private room,365,7,within an hour,100,1,4.0,0.02,Élysée,48.87327,2.32572
46325160,,Room in hotel,Private room,362,7,within an hour,100,0,,,Élysée,48.87339,2.32587
46325356,,Room in hotel,Private room,347,7,within an hour,100,1,5.0,0.13,Élysée,48.87182,2.32411
46613144,,Room in hotel,Private room,359,10,within an hour,100,0,,,Élysée,48.87093,2.32422
46613280,,Room in hotel,Private room,325,10,within an hour,100,0,,,Élysée,48.87143,2.3224
46613662,,Room in hotel,Private room,365,7,within an hour,100,2,5.0,0.05,Élysée,48.87139,2.32601
46325580,,Room in hotel,Private room,337,7,within an hour,100,1,5.0,0.03,Élysée,48.87323,2.32445
46326608,,Room in hotel,Private room,362,10,within an hour,100,0,,,Élysée,48.87284,2.32476
46327137,,Room in hotel,Private room,361,10,within an hour,100,0,,,Élysée,48.87077,2.32249
46328552,,Room in hotel,Private room,308,10,within an hour,100,0,,,Élysée,48.87286,2.32246
46350209,,Room in hotel,Private room,307,7,within an hour,100,0,,,Élysée,48.87288,2.32616
46686664,,Entire rental unit,Entire home/apt,0,1,within an hour,100,41,4.88,0.71,Élysée,48.87985,2.31841
46404969,,Room in hotel,Private room,0,5,within an hour,100,0,,,Élysée,48.87542,2.30549
46501825,,Entire rental unit,Entire home/apt,305,4,within an hour,90,146,4.66,2.56,Élysée,48.86594331551412,2.3047030490924323
46101458,,Entire rental unit,Entire home/apt,364,1,,,0,,,Élysée,48.86924,2.30261
46116370,,Room in boutique hotel,Private room,0,1,,,12,4.33,0.25,Élysée,48.87315,2.32528
46177979,,Entire loft,Entire home/apt,283,2,within a few hours,80,0,,,Élysée,48.86779,2.30235
47391540,,Entire rental unit,Entire home/apt,0,9,within an hour,80,0,,,Élysée,48.87318,2.30492
47392020,,Entire rental unit,Entire home/apt,28,9,within an hour,80,8,4.38,0.2,Élysée,48.87245941162109,2.303884983062744
47459951,,Entire rental unit,Entire home/apt,256,1,within an hour,100,4,5.0,0.34,Élysée,48.8669101,2.3034434
47791838,,Entire rental unit,Entire home/apt,106,816,within a day,87,1,5.0,0.02,Élysée,48.8737181,2.297490100000001
47792898,,Entire rental unit,Entire home/apt,85,1,within an hour,100,6,5.0,0.13,Élysée,48.87881,2.32203
47816074,,Entire rental unit,Entire home/apt,0,44,within a day,100,0,,,Élysée,48.87476,2.31712
47839124,,Entire rental unit,Entire home/apt,12,816,within a day,87,0,,,Élysée,48.87240140000001,2.3259768
47883631,,Entire rental unit,Entire home/apt,256,816,within a day,87,1,5.0,0.04,Élysée,48.87240140000001,2.3259768
48312772,,Entire rental unit,Entire home/apt,358,1,within a few hours,100,24,4.75,0.5,Élysée,48.87124164886622,2.317000045427845
48321731,,Entire rental unit,Entire home/apt,151,816,within a day,87,1,5.0,0.03,Élysée,48.8758981,2.314536
48580136,,Entire rental unit,Entire home/apt,297,10,within a few hours,98,101,4.83,2.0,Élysée,48.86844,2.3194
48456686,,Entire rental unit,Entire home/apt,3,1,within an hour,100,83,4.93,1.6,Élysée,48.87166,2.3143
48524439,,Entire rental unit,Entire home/apt,332,1,within an hour,100,46,4.78,1.51,Élysée,48.86992,2.30701
48991765,,Entire rental unit,Entire home/apt,257,1,,,8,4.63,0.18,Élysée,48.87039,2.31242
49243011,,Entire rental unit,Entire home/apt,18,1,within a few hours,100,18,4.94,1.02,Élysée,48.88079,2.32336
49284509,,Entire rental unit,Entire home/apt,0,1,,,2,5.0,0.04,Élysée,48.87766,2.30532
49294007,,Entire condo,Entire home/apt,291,2,within a few hours,90,6,4.33,0.15,Élysée,48.88109,2.31925
49312155,,Entire rental unit,Entire home/apt,321,9,within an hour,100,174,4.97,3.28,Élysée,48.87279,2.32241
49436532,,Entire rental unit,Entire home/apt,105,816,within a day,87,3,5.0,0.08,Élysée,48.87772770000001,2.2992637
49645511,,Entire rental unit,Entire home/apt,109,1,,,32,4.78,0.62,Élysée,48.87637,2.31589
49482216,,Entire rental unit,Entire home/apt,335,9,within an hour,100,234,4.9,4.41,Élysée,48.87081,2.32366
49494705,,Entire rental unit,Entire home/apt,322,45,within an hour,100,13,4.54,0.25,Élysée,48.872726,2.309805
49495119,,Entire rental unit,Entire home/apt,321,45,within an hour,100,60,4.82,1.16,Élysée,48.872726,2.309805
49540507,,Entire rental unit,Entire home/apt,328,2,within an hour,100,5,4.8,0.1,Élysée,48.87178,2.32531
49672364,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87261,2.30832
49879027,,Entire rental unit,Entire home/apt,0,1,,,2,5.0,0.04,Élysée,48.86876,2.3018
49763806,,Entire rental unit,Entire home/apt,130,2,within an hour,100,8,4.88,0.16,Élysée,48.86927,2.3044
49892396,,Entire rental unit,Entire home/apt,352,1,within an hour,100,20,4.9,0.38,Élysée,48.867619,2.322361
49791342,,Entire condo,Entire home/apt,154,1,,,83,4.88,1.58,Élysée,48.87301,2.31787
49792053,,Private room in condo,Private room,358,1,,,29,4.59,0.72,Élysée,48.88193,2.32037
50023100,,Entire rental unit,Entire home/apt,154,2,within a few hours,90,22,4.91,0.42,Élysée,48.87521,2.31261
50039835,,Entire townhouse,Entire home/apt,0,4,,,0,,,Élysée,48.87532,2.29762
50040290,,Entire rental unit,Entire home/apt,107,91,,,153,4.84,2.96,Élysée,48.8726,2.32602
50041386,,Entire rental unit,Entire home/apt,6,74,within a day,58,0,,,Élysée,48.87754,2.32218
50045844,,Entire rental unit,Entire home/apt,256,4,within an hour,100,119,4.97,2.33,Élysée,48.8713,2.3015
50142453,,Entire rental unit,Entire home/apt,24,141,within an hour,100,80,4.51,1.84,Élysée,48.8692,2.30341
50145416,,Entire rental unit,Entire home/apt,0,2,within a day,100,2,5.0,0.07,Élysée,48.87494,2.30615
50166539,,Entire rental unit,Entire home/apt,323,2,within a few hours,90,75,4.77,1.45,Élysée,48.87717,2.31459
50278785,,Entire rental unit,Entire home/apt,286,11,within an hour,100,138,4.81,2.73,Élysée,48.87176,2.30281
50299887,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87775,2.30437
50114813,,Entire rental unit,Entire home/apt,0,1,within an hour,100,16,5.0,0.31,Élysée,48.88282,2.32658
50316800,,Entire rental unit,Entire home/apt,0,1,,,13,4.69,0.26,Élysée,48.87137,2.3088
50316920,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88186,2.32253
50323726,,Entire rental unit,Entire home/apt,77,816,within a day,87,0,,,Élysée,48.87240140000001,2.3259768
50325789,,Entire rental unit,Entire home/apt,0,1,,,7,4.57,0.16,Élysée,48.87575,2.29986
50227110,,Entire rental unit,Entire home/apt,272,2,a few days or more,25,8,4.5,0.29,Élysée,48.86933,2.30415
50539312,,Entire rental unit,Entire home/apt,133,216,within an hour,98,33,4.82,0.65,Élysée,48.87252,2.2995
50244284,,Entire rental unit,Entire home/apt,243,1,within a few hours,100,67,4.84,1.6,Élysée,48.87186,2.30558
50584974,,Entire rental unit,Entire home/apt,130,216,within an hour,98,4,5.0,0.1,Élysée,48.87461,2.29782
50586393,,Entire rental unit,Entire home/apt,163,216,within an hour,98,31,4.94,0.61,Élysée,48.87234,2.29816
50586394,,Entire rental unit,Entire home/apt,148,216,within an hour,98,9,5.0,0.18,Élysée,48.87464,2.2985
50669580,,Entire rental unit,Entire home/apt,143,216,within an hour,98,65,4.95,1.3,Élysée,48.87244,2.2979
50669581,,Entire rental unit,Entire home/apt,129,216,within an hour,98,9,5.0,0.2,Élysée,48.87393,2.29801
50669582,,Entire rental unit,Entire home/apt,126,216,within an hour,98,8,4.88,0.17,Élysée,48.87237,2.29777
50669584,,Entire rental unit,Entire home/apt,129,216,within an hour,98,18,4.94,0.36,Élysée,48.873,2.29978
50669585,,Entire rental unit,Entire home/apt,162,216,within an hour,98,12,4.83,0.25,Élysée,48.87258,2.29849
50669586,,Entire rental unit,Entire home/apt,155,216,within an hour,98,12,5.0,0.24,Élysée,48.8727,2.29783
50669587,,Entire rental unit,Entire home/apt,151,216,within an hour,98,46,5.0,0.92,Élysée,48.87424,2.29813
50669588,,Entire rental unit,Entire home/apt,147,216,within an hour,98,39,4.95,0.78,Élysée,48.87255,2.29784
50669589,,Entire rental unit,Entire home/apt,129,216,within an hour,98,70,4.93,1.38,Élysée,48.87252,2.29791
50586396,,Entire rental unit,Entire home/apt,127,216,within an hour,98,3,5.0,0.07,Élysée,48.87438,2.29796
50586397,,Entire rental unit,Entire home/apt,116,216,within an hour,98,31,4.9,0.67,Élysée,48.87255,2.29855
50587634,,Entire rental unit,Entire home/apt,145,216,within an hour,98,4,5.0,0.08,Élysée,48.87463,2.29938
50588644,,Entire rental unit,Entire home/apt,0,7,,,33,4.85,0.67,Élysée,48.86633,2.3027
50588801,,Entire rental unit,Entire home/apt,150,216,within an hour,98,24,4.96,0.47,Élysée,48.87442,2.298
50689000,,Entire rental unit,Entire home/apt,183,816,within a day,87,0,,,Élysée,48.87462490000001,2.3083318
50631256,,Entire rental unit,Entire home/apt,0,1,,,4,4.0,0.08,Élysée,48.88112,2.31927
50633646,,Entire rental unit,Entire home/apt,193,170,within an hour,95,67,4.55,1.32,Élysée,48.87073,2.30119
50873378,,Entire rental unit,Entire home/apt,337,1,within a day,100,8,5.0,0.24,Élysée,48.87595,2.31672
50891362,,Entire rental unit,Entire home/apt,109,2,within an hour,100,158,4.82,3.13,Élysée,48.8787601166138,2.315482193866928
50724909,,Entire rental unit,Entire home/apt,0,1,,,13,4.77,0.26,Élysée,48.87678,2.32656
50825695,,Entire rental unit,Entire home/apt,317,45,,,143,4.82,3.46,Élysée,48.871829986572266,2.301748037338257
50929468,,Entire rental unit,Entire home/apt,236,816,within a day,87,2,1.5,0.05,Élysée,48.87938139999999,2.3148667
50929627,,Entire rental unit,Entire home/apt,44,816,within a day,87,3,4.33,0.07,Élysée,48.8718111,2.3116167
50950812,,Entire rental unit,Entire home/apt,0,2,within an hour,93,32,4.78,0.66,Élysée,48.87940216064453,2.3247148990631104
50841941,,Entire rental unit,Entire home/apt,311,1,within a day,89,49,4.82,0.98,Élysée,48.87012,2.30975
50841970,,Entire rental unit,Entire home/apt,148,216,within an hour,98,24,4.79,0.51,Élysée,48.87445,2.29804
50860540,,Entire rental unit,Entire home/apt,0,1,within a few hours,100,1,5.0,0.05,Élysée,48.87918,2.31522
50864901,,Entire rental unit,Entire home/apt,227,1,within an hour,100,37,4.86,1.79,Élysée,48.88127839905642,2.323792408720854
50870648,,Entire rental unit,Entire home/apt,121,216,within an hour,98,51,4.94,1.03,Élysée,48.87417,2.30001
50975353,,Entire rental unit,Entire home/apt,322,1,,,42,4.74,1.09,Élysée,48.86968,2.30485
51052578,,Entire rental unit,Entire home/apt,194,19,within an hour,98,229,4.44,4.59,Élysée,48.88053,2.32631
51184645,,Room in hotel,Private room,354,7,within an hour,100,4,4.5,0.08,Élysée,48.87277,2.32411
50998369,,Entire rental unit,Entire home/apt,24,7,within an hour,100,22,4.86,0.46,Élysée,48.87081,2.31059
51012299,,Entire rental unit,Entire home/apt,339,1,within an hour,100,14,4.43,0.3,Élysée,48.86694,2.30276
51297160,,Entire rental unit,Entire home/apt,42,3,within an hour,100,2,5.0,0.04,Élysée,48.87585,2.30567
51220692,,Entire rental unit,Entire home/apt,4,2,within an hour,100,217,4.92,4.78,Élysée,48.86647,2.29963
51275580,,Entire rental unit,Entire home/apt,27,1,within an hour,100,25,4.44,0.5,Élysée,48.87826,2.29939
51426240,,Room in boutique hotel,Private room,304,27,within an hour,100,2,4.5,0.05,Élysée,48.87253,2.30361
51426246,,Room in boutique hotel,Private room,324,27,within an hour,100,78,4.74,1.74,Élysée,48.87265,2.30141
51426411,,Room in boutique hotel,Private room,6,27,within an hour,100,12,4.92,0.3,Élysée,48.87472,2.30155
51427221,,Room in boutique hotel,Private room,330,27,within an hour,100,37,4.68,0.89,Élysée,48.87248,2.30152
51424556,,Room in boutique hotel,Private room,203,27,within an hour,100,11,4.91,0.74,Élysée,48.87283,2.30324
51425526,,Room in boutique hotel,Private room,188,27,within an hour,100,2,4.5,0.05,Élysée,48.87454,2.30137
51425816,,Room in boutique hotel,Private room,334,27,within an hour,100,3,5.0,0.06,Élysée,48.87239,2.30195
51487311,,Room in boutique hotel,Private room,281,27,within an hour,100,1,5.0,0.03,Élysée,48.87448,2.30363
51864795,,Entire rental unit,Entire home/apt,333,3,within an hour,100,110,4.85,2.3,Élysée,48.872921,2.309453
51867525,,Entire rental unit,Entire home/apt,319,3,within an hour,100,120,4.91,2.47,Élysée,48.872807,2.309499
51976187,,Entire rental unit,Entire home/apt,124,19,within an hour,98,215,4.44,4.45,Élysée,48.87985,2.32496
52092593,,Entire condo,Entire home/apt,83,1,a few days or more,0,28,4.79,0.58,Élysée,48.87046,2.30312
52020773,,Entire rental unit,Entire home/apt,214,19,within an hour,98,182,4.26,3.86,Élysée,48.88075,2.32565
52045346,,Entire rental unit,Entire home/apt,353,2,within an hour,100,4,5.0,0.16,Élysée,48.8720513907815,2.309088577924107
52119386,,Entire rental unit,Entire home/apt,254,1,,,8,4.0,0.21,Élysée,48.88197,2.32169
52158439,,Entire rental unit,Entire home/apt,287,90,within a day,74,10,4.3,0.21,Élysée,48.87172,2.32465
52295040,,Entire rental unit,Entire home/apt,0,170,within an hour,95,6,4.67,0.13,Élysée,48.87523,2.30761
52302713,,Private room in loft,Private room,134,1,within a few hours,100,29,4.9,0.61,Élysée,48.87927,2.31439
52312570,,Entire rental unit,Entire home/apt,156,6,,,185,4.73,3.91,Élysée,48.8707021991818,2.3171030719046977
52484092,,Entire rental unit,Entire home/apt,160,130,within a day,58,0,,,Élysée,48.86465,2.30504
52187330,,Private room in casa particular,Private room,287,1,within an hour,83,54,4.8,1.11,Élysée,48.88235,2.32497
52527045,,Entire rental unit,Entire home/apt,0,1,,,7,4.57,0.15,Élysée,48.87205,2.30741
52611091,,Entire rental unit,Entire home/apt,158,68,within a day,65,14,4.43,0.29,Élysée,48.86704,2.29995
52398023,,Entire rental unit,Entire home/apt,183,816,within a day,87,1,5.0,0.04,Élysée,48.8767672,2.3180898
52667937,,Entire rental unit,Entire home/apt,143,74,within a day,58,0,,,Élysée,48.8729,2.3198
52733392,,Entire rental unit,Entire home/apt,198,2,within an hour,100,91,4.86,2.82,Élysée,48.87654,2.3222
52932109,,Entire rental unit,Entire home/apt,0,74,within a day,58,4,4.5,0.09,Élysée,48.88157,2.32084
52734379,,Entire rental unit,Entire home/apt,208,2,within an hour,100,80,4.7,2.74,Élysée,48.8756302,2.3215292
52847450,,Room in boutique hotel,Private room,346,4,,,0,,,Élysée,48.87265,2.307554
52867429,,Entire rental unit,Entire home/apt,82,816,within a day,87,2,3.5,0.06,Élysée,48.8664514,2.3058116
52979478,,Entire rental unit,Entire home/apt,0,816,within a day,87,0,,,Élysée,48.87816249999999,2.2993451
52980501,,Entire rental unit,Entire home/apt,303,1,within an hour,100,80,4.83,1.78,Élysée,48.87216,2.30859
52873137,,Room in hotel,Private room,0,1,,,16,4.31,0.36,Élysée,48.881901,2.322164
53133307,,Entire condo,Entire home/apt,90,1,within a few hours,100,15,4.87,0.32,Élysée,48.86802,2.30097
53247344,,Private room in rental unit,Private room,106,2,within a few hours,80,63,4.84,1.47,Élysée,48.874657,2.304288
53063280,,Entire rental unit,Entire home/apt,170,72,within an hour,100,10,4.8,0.23,Élysée,48.869,2.30702
53285560,,Entire rental unit,Entire home/apt,185,141,within an hour,100,43,4.47,0.97,Élysée,48.87763,2.31348
53211817,,Entire condo,Entire home/apt,318,1,within an hour,100,117,4.74,2.52,Élysée,48.87214,2.30265
53285892,,Entire rental unit,Entire home/apt,26,141,within an hour,100,18,4.17,0.41,Élysée,48.86686,2.30383
53380893,,Entire rental unit,Entire home/apt,13,1,within an hour,100,64,4.98,1.53,Élysée,48.87825,2.30115
53541758,,Entire rental unit,Entire home/apt,364,1,within an hour,100,3,4.67,0.07,Élysée,48.869678,2.301816
53394821,,Entire rental unit,Entire home/apt,363,370,within an hour,100,1,5.0,0.04,Élysée,48.879,2.322
53397381,,Room in boutique hotel,Private room,242,11,within an hour,87,26,4.88,0.56,Élysée,48.88153,2.32212
53360600,,Entire rental unit,Entire home/apt,86,1,within an hour,100,51,4.88,1.69,Élysée,48.87395,2.31512
53437645,,Entire rental unit,Entire home/apt,364,2,,,49,4.51,1.07,Élysée,48.87811,2.31531
53437661,,Entire rental unit,Entire home/apt,364,2,,,86,4.53,1.86,Élysée,48.87614,2.31617
53581369,,Entire rental unit,Entire home/apt,18,9,within an hour,80,3,5.0,0.07,Élysée,48.87547,2.2977
53661721,,Entire rental unit,Entire home/apt,320,3,within an hour,90,127,4.93,2.83,Élysée,48.87152643697599,2.303380519151688
53600755,,Entire rental unit,Entire home/apt,204,19,within an hour,98,230,4.4,5.11,Élysée,48.88006,2.3263
53696088,,Entire rental unit,Entire home/apt,256,2,within an hour,100,13,4.92,0.31,Élysée,48.87695,2.29912
53962502,,Entire rental unit,Entire home/apt,198,19,within an hour,98,173,4.46,3.85,Élysée,48.88113,2.32576
53754624,,Entire rental unit,Entire home/apt,17,9,within an hour,80,5,4.8,0.12,Élysée,48.87162399291992,2.3044090270996094
54119165,,Entire rental unit,Entire home/apt,0,1,,,5,5.0,0.12,Élysée,48.87961,2.32219
53847371,,Entire rental unit,Entire home/apt,281,1,within a few hours,90,32,4.94,0.71,Élysée,48.87086,2.31852
54010330,,Entire rental unit,Entire home/apt,155,141,within an hour,100,27,4.44,0.62,Élysée,48.87639,2.32665
53859164,,Room in boutique hotel,Private room,342,4,,,0,,,Élysée,48.87265,2.307554
54138395,,Entire rental unit,Entire home/apt,118,25,within an hour,100,71,4.72,1.63,Élysée,48.87979,2.32348
54015710,,Entire rental unit,Entire home/apt,365,2,within a few hours,86,42,4.33,0.94,Élysée,48.8641,2.30409
53862997,,Entire condo,Entire home/apt,100,41,within an hour,99,37,4.62,0.82,Élysée,48.88185,2.32238
54154280,,Room in hotel,Private room,348,4,,,0,,,Élysée,48.87265,2.307554
54154430,,Room in hotel,Private room,312,4,,,0,,,Élysée,48.87265,2.307554
54182401,,Entire rental unit,Entire home/apt,0,1,,,15,5.0,1.86,Élysée,48.87051,2.30718
54203417,,Entire rental unit,Entire home/apt,228,2,within a few hours,100,5,4.6,0.13,Élysée,48.87767,2.32108
54349151,,Entire rental unit,Entire home/apt,202,147,within a day,88,1,2.0,0.02,Élysée,48.87366,2.309
54349174,,Entire rental unit,Entire home/apt,147,147,within a day,88,0,,,Élysée,48.8726,2.30355
54349307,,Entire rental unit,Entire home/apt,128,147,within a day,88,0,,,Élysée,48.87811,2.32531
54349372,,Entire rental unit,Entire home/apt,196,147,within a day,88,0,,,Élysée,48.88202,2.32476
537911236635650631,,Entire rental unit,Entire home/apt,296,2,within a few hours,100,10,4.9,0.23,Élysée,48.86665,2.30553
54377619,,Entire rental unit,Entire home/apt,170,147,within a day,88,0,,,Élysée,48.87223,2.30721
54403819,,Entire rental unit,Entire home/apt,329,1,within a few hours,100,7,5.0,0.2,Élysée,48.87128,2.30548
544689154599380412,,Entire loft,Entire home/apt,167,816,within a day,87,0,,,Élysée,48.8773838,2.298753
546802174083939186,,Entire home,Entire home/apt,268,213,within an hour,99,61,4.75,1.44,Élysée,48.8712272644043,2.307744026184082
557003420895976573,,Entire condo,Entire home/apt,115,72,within an hour,100,12,4.83,0.28,Élysée,48.87614,2.31825
553367653211973652,,Entire rental unit,Entire home/apt,271,24,within an hour,100,12,4.75,0.28,Élysée,48.8795,2.31708
554056297721156952,,Entire rental unit,Entire home/apt,0,2,,,1,5.0,0.02,Élysée,48.86746,2.30442
557666965527815701,,Entire rental unit,Entire home/apt,98,1,within an hour,100,105,4.96,2.46,Élysée,48.87506,2.30772
548982981921835287,,Entire rental unit,Entire home/apt,314,816,within a day,87,1,5.0,0.02,Élysée,48.8769918,2.3055915
549052512511151140,,Room in boutique hotel,Private room,198,11,within an hour,87,5,5.0,0.11,Élysée,48.88219,2.3222
555524661246894300,,Entire rental unit,Entire home/apt,220,1,within a day,100,89,4.91,2.04,Élysée,48.88066,2.31962
549688038849272914,,Entire rental unit,Entire home/apt,353,816,within a day,87,0,,,Élysée,48.8762706,2.3223015
562789490133248681,,Entire rental unit,Entire home/apt,20,1,within an hour,100,39,4.85,0.91,Élysée,48.88163,2.32522
562908323845309613,,Entire rental unit,Entire home/apt,156,6,,,164,4.77,3.93,Élysée,48.87213380098752,2.3171524871689995
560034382465427800,,Entire rental unit,Entire home/apt,86,8,within an hour,100,11,4.91,0.25,Élysée,48.87014389038086,2.3108038902282715
567270003568711651,,Entire rental unit,Entire home/apt,255,3,within an hour,90,2,5.0,0.05,Élysée,48.87074,2.30552
567749322286572095,,Room in hotel,Private room,111,2,,,1,5.0,0.03,Élysée,48.87355,2.30655
572171632862002472,,Room in hotel,Private room,0,6,a few days or more,0,1,4.0,0.03,Élysée,48.871716,2.326181
572178914113188935,,Room in hotel,Private room,0,6,a few days or more,0,2,4.5,0.09,Élysée,48.871716,2.326181
572183682320481308,,Room in hotel,Private room,0,6,a few days or more,0,1,5.0,0.04,Élysée,48.871716,2.326181
572187223283589501,,Room in hotel,Private room,0,6,a few days or more,0,1,5.0,0.04,Élysée,48.871716,2.326181
572190865843763174,,Room in hotel,Private room,0,6,a few days or more,0,0,,,Élysée,48.871716,2.326181
568123020306704686,,Entire rental unit,Entire home/apt,0,1,within a few hours,100,11,4.55,2.5,Élysée,48.8742208,2.3076908
564890107878241104,,Room in hotel,Private room,111,2,,,0,,,Élysée,48.8736,2.3068
572902783413603793,,Entire rental unit,Entire home/apt,227,1,within an hour,90,34,4.62,0.81,Élysée,48.87236,2.31105
565095645322286011,,Entire rental unit,Entire home/apt,319,1,within an hour,100,129,4.91,3.06,Élysée,48.87307,2.3263
569960394887398431,,Entire rental unit,Entire home/apt,1,1,within an hour,100,3,5.0,0.27,Élysée,48.88147613800413,2.31919169227441
570410754764554083,,Entire rental unit,Entire home/apt,257,1,,,11,4.73,0.28,Élysée,48.87181,2.31606
575136553861098003,,Entire rental unit,Entire home/apt,332,191,within an hour,99,110,4.41,2.59,Élysée,48.87182,2.30135
571760104790972356,,Entire rental unit,Entire home/apt,78,1,within a few hours,100,8,4.75,0.23,Élysée,48.88029,2.31724
576653956457056389,,Entire rental unit,Entire home/apt,328,4,within an hour,100,75,4.99,1.78,Élysée,48.87083,2.30321
578776975207497479,,Entire rental unit,Entire home/apt,144,147,within a day,88,1,4.0,0.03,Élysée,48.8712,2.32171
579008795016151227,,Entire rental unit,Entire home/apt,211,63,within a few hours,97,6,3.5,0.16,Élysée,48.873711,2.297498
